,0
HOUR_11_CLOSE_HIGHER_THAN_21,0.0018019297961398431
HOUR_38_CLOSE_HIGHER_THAN_48,0.0018014270954186942
HOUR_35_CLOSE_HIGHER_THAN_40,0.0017921540051684332
HOUR_16_CLOSE_HIGHER_THAN_26,0.001792111577762806
current_hour_bars_15_close,0.0017891085267049784
HOUR_08_CLOSE_HIGHER_THAN_28,0.0017855758201833487
HOUR_31_CLOSE_HIGHER_THAN_41,0.0017769284737155506
HOUR_39_CLOSE_HIGHER_THAN_44,0.0017743396788357615
current_hour_bars_16_close,0.0017713888390127705
HOUR_34_CLOSE_HIGHER_THAN_44,0.0017646958235468457
HOUR_23_CLOSE_HIGHER_THAN_33,0.0017618527326939987
current_hour_bars_19_close,0.001761095379128438
HOUR_40_CLOSE_HIGHER_THAN_45,0.0017594180045259705
HOUR_20_CLOSE_HIGHER_THAN_30,0.0017592471882969132
current_hour_bars_18_volume,0.001758513194435137
current_hour_bars_28_close,0.001752320015659721
HOUR_25_CLOSE_HIGHER_THAN_35,0.0017463175035409644
current_hour_bars_20_close,0.001740317785568305
current_hour_bars_19_volume,0.0017375639140403412
HOUR_30_CLOSE_HIGHER_THAN_40,0.00173710427052586
current_hour_bars_27_close,0.0017364558695575408
current_hour_bars_23_close,0.0017363142666701609
HOUR_10_CLOSE_HIGHER_THAN_30,0.001733973746723307
HOUR_35_CLOSE_HIGHER_THAN_45,0.0017331603433604673
HOUR_24_CLOSE_HIGHER_THAN_34,0.001728025262475129
HOUR_36_CLOSE_HIGHER_THAN_46,0.0017271543280598213
HOUR_30_CLOSE_HIGHER_THAN_35,0.0017240887737928912
HOUR_22_CLOSE_HIGHER_THAN_32,0.0017182552830972996
HOUR_36_CLOSE_HIGHER_THAN_41,0.0017176851022536735
HOUR_29_CLOSE_HIGHER_THAN_39,0.0017170462748603468
HOUR_32_CLOSE_HIGHER_THAN_42,0.0017127030698052327
HOUR_09_CLOSE_HIGHER_THAN_29,0.001710491206678851
HOUR_26_CLOSE_HIGHER_THAN_36,0.0017101806650296775
HOUR_14_CLOSE_HIGHER_THAN_34,0.001708652984991512
current_hour_bars_35_close,0.0017056170314739985
HOUR_32_CLOSE_HIGHER_THAN_37,0.001698657732570025
current_hour_bars_17_volume,0.0016927670279803545
HOUR_27_CLOSE_HIGHER_THAN_37,0.0016856272592651142
current_hour_bars_22_close,0.001682619184662944
current_hour_bars_30_close,0.0016766100448528084
current_hour_bars_31_close,0.001673906971963926
HOUR_37_CLOSE_HIGHER_THAN_47,0.001672710513900681
current_hour_bars_25_close,0.001672158986295002
current_hour_bars_34_close,0.001664252604977099
current_hour_bars_24_close,0.0016560835667999948
HOUR_28_CLOSE_HIGHER_THAN_48,0.0016536019945442063
current_hour_bars_39_close,0.0016507125346268891
current_hour_bars_36_close,0.001646545057103098
current_hour_bars_37_close,0.0016399095905379768
HOUR_28_CLOSE_HIGHER_THAN_38,0.0016345945918463214
HOUR_27_CLOSE_HIGHER_THAN_47,0.0016297708021912037
current_hour_bars_26_close,0.0016276775642435814
current_hour_bars_21_close,0.001622742517904309
current_hour_bars_20_volume,0.0016153263686278887
HOUR_04_CLOSE_HIGHER_THAN_24,0.001614177212134061
HOUR_05_CLOSE_HIGHER_THAN_25,0.0016122364116640117
LATEST_HOUR_CLOSE_HIGHER_THAN_40,0.001606944717905025
HOUR_11_CLOSE_HIGHER_THAN_31,0.0016006360140360366
LATEST_HOUR_CLOSE_HIGHER_THAN_20,0.0015995039900130676
current_hour_bars_29_close,0.0015995005904433752
current_hour_bars_38_close,0.001598317638880398
HOUR_06_CLOSE_HIGHER_THAN_26,0.001579996382058896
current_hour_bars_33_close,0.0015787576866475087
HOUR_12_CLOSE_HIGHER_THAN_32,0.0015769252674824596
current_hour_bars_32_close,0.001574894825694561
HOUR_01_CLOSE_HIGHER_THAN_41,0.0015718144813497493
current_hour_bars_26_volume,0.0015699637062605199
HOUR_02_CLOSE_HIGHER_THAN_22,0.001566052613640617
current_hour_bars_27_volume,0.0015639127330956675
HOUR_03_CLOSE_HIGHER_THAN_23,0.0015630170253069964
current_hour_bars_21_volume,0.0015628297697674993
current_hour_bars_31_volume,0.0015612795907159938
HOUR_07_CLOSE_HIGHER_THAN_27,0.0015528538016769946
HOUR_02_CLOSE_HIGHER_THAN_42,0.0015404187929195132
HOUR_23_CLOSE_HIGHER_THAN_43,0.001538623652490032
current_hour_bars_22_volume,0.0015385228277007739
HOUR_15_CLOSE_HIGHER_THAN_35,0.001534084803288432
HOUR_24_CLOSE_HIGHER_THAN_44,0.0015305868726605144
current_hour_bars_29_volume,0.001529267564216926
current_hour_bars_33_volume,0.0015276518587225881
current_hour_bars_36_volume,0.001525855520275901
HOUR_13_CLOSE_HIGHER_THAN_33,0.0015249454363373027
current_hour_bars_28_volume,0.0015244935880549537
HOUR_01_CLOSE_HIGHER_THAN_21,0.0015233592361642318
HOUR_26_CLOSE_HIGHER_THAN_46,0.0015187654783195125
HOUR_33_CLOSE_HIGHER_THAN_43,0.0015151953466689
current_hour_bars_25_volume,0.0015146829621122066
HOUR_17_CLOSE_HIGHER_THAN_37,0.0015134086750448117
current_hour_bars_23_volume,0.0015095644246272797
current_hour_bars_34_volume,0.0015063140933598324
HOUR_21_CLOSE_HIGHER_THAN_41,0.001500752763419484
HOUR_06_CLOSE_HIGHER_THAN_46,0.001499823396519416
HOUR_16_CLOSE_HIGHER_THAN_36,0.0014884242719886479
HOUR_07_CLOSE_HIGHER_THAN_47,0.0014834730728462238
current_hour_bars_24_volume,0.0014783308885950683
HOUR_20_CLOSE_HIGHER_THAN_40,0.001478043036511679
current_hour_bars_35_volume,0.0014716710132602888
current_hour_bars_30_volume,0.0014692668028035835
HOUR_08_CLOSE_HIGHER_THAN_48,0.00145934259678966
current_hour_bars_39_volume,0.001448317266167555
HOUR_25_CLOSE_HIGHER_THAN_45,0.0014408336148590878
current_hour_bars_38_volume,0.0014393066951241846
HOUR_22_CLOSE_HIGHER_THAN_42,0.0014381110648661979
HOUR_19_CLOSE_HIGHER_THAN_39,0.0014358121074018342
current_hour_bars_32_volume,0.0014282243064746073
current_hour_bars_37_volume,0.0014024427205623679
HOUR_03_CLOSE_HIGHER_THAN_43,0.0013811549351187764
HOUR_05_CLOSE_HIGHER_THAN_45,0.001306646255484097
HOUR_18_CLOSE_HIGHER_THAN_38,0.0012850305143477902
HOUR_04_CLOSE_HIGHER_THAN_44,0.0012454796949318947
same_signal_in_last_24_hour,0.0
